1273,SA Cup,1962-05-15
2413,FA Cup,1976-03-27
1462,C3 Cup,1995-11-28
1402,C3 Cup,1965-06-24
3838,LLG Cup,1998-11-04
1594,FA Cup,1986-01-03
361,DB Cup,1984-07-31
1120,C3 Cup,1990-05-13
160,SA Cup,1991-02-04
3346,DB Cup,1989-11-19
1351,FA Cup,1957-09-15
193,C2 Cup,1997-09-04
1309,CRB Cup,1961-04-15
2764,SA Cup,1990-08-19
3031,C3 Cup,1999-08-31
796,LLG Cup,1953-01-23
1951,C3 Cup,1963-04-07
3148,C1 Cup,1982-03-23
1735,C1 Cup,1954-08-17
2431,SA Cup,1966-07-27
3970,C2 Cup,1955-11-09
823,SA Cup,1998-03-25
664,EPL Cup,1999-12-06
2887,CRB Cup,1964-05-17
3067,SA Cup,1990-08-02
1366,C3 Cup,1959-03-15
2656,FA Cup,1968-09-19
3412,SA Cup,1959-11-07
2659,LLG Cup,1969-05-23
2170,FA Cup,1976-12-12
2998,L1 Cup,1951-01-24
148,LLG Cup,1966-08-29
3652,C2 Cup,1996-01-28
1024,L1 Cup,1974-10-19
3223,EPL Cup,1992-05-17
3298,EPL Cup,1963-08-07
2122,EPL Cup,1959-10-16
2119,DB Cup,1959-06-27
1474,C1 Cup,1972-10-20
2611,SA Cup,1995-05-04
3481,CRB Cup,1977-02-10
1615,CRB Cup,1978-09-08
2233,C2 Cup,1993-07-30
1009,DB Cup,1999-03-13
3934,C1 Cup,1989-06-16
2827,C2 Cup,1966-09-23
3112,C3 Cup,1998-05-26
3589,DB Cup,1979-11-18
2929,LLG Cup,1952-10-25
1948,L1 Cup,1984-08-30
3448,EPL Cup,1973-03-11
3139,LLG Cup,1962-11-28
1765,SA Cup,1976-08-07
157,L1 Cup,1959-09-15
2452,C3 Cup,1988-02-09
3325,EPL Cup,1990-02-11
487,C3 Cup,1951-03-31
3172,C3 Cup,1991-02-03
3817,CRB Cup,1982-11-01
3007,LLG Cup,1985-06-24
3964,C2 Cup,1975-06-28
1195,EPL Cup,1961-11-18
1531,EPL Cup,1952-07-19
3358,EPL Cup,1987-10-18
49,C2 Cup,1980-12-25
397,C1 Cup,1988-05-22
1117,C1 Cup,1992-06-22
3721,DB Cup,1959-12-12
463,C2 Cup,1998-11-28
3379,LLG Cup,1959-11-07
3367,L1 Cup,1950-02-02
2965,C2 Cup,1980-03-20
3073,SA Cup,1986-09-28
184,C3 Cup,1974-08-20
1381,C2 Cup,1963-03-16
703,L1 Cup,1959-01-02
715,C2 Cup,1954-05-29
2317,EPL Cup,1978-02-27
1012,SA Cup,1964-11-13
223,C1 Cup,1987-07-26
562,C2 Cup,1950-11-09
1282,LLG Cup,1989-07-09
3781,C2 Cup,1989-11-23
2692,SA Cup,1963-03-24
454,CRB Cup,1969-09-01
3619,CRB Cup,1999-03-27
3775,L1 Cup,1989-04-10
3004,CRB Cup,1976-03-01
2020,CRB Cup,1970-10-17
3208,FA Cup,1983-02-24
61,LLG Cup,1960-08-03
2635,FA Cup,1963-04-27
1975,CRB Cup,1984-04-17
1375,C3 Cup,1962-01-14
3370,C3 Cup,1978-04-04
1783,C1 Cup,1988-07-23
2374,FA Cup,1993-05-04
3535,C2 Cup,1959-07-11
3331,C3 Cup,1983-02-17
70,LLG Cup,1997-02-12
3316,C2 Cup,1978-05-19
2521,SA Cup,1993-01-30
634,C1 Cup,1976-03-25
1405,L1 Cup,1961-10-28
736,C2 Cup,1961-11-06
2722,L1 Cup,1999-02-04
3946,C2 Cup,1956-12-07
3832,SA Cup,1954-06-24
1471,EPL Cup,1967-08-18
877,EPL Cup,1959-02-26
3337,SA Cup,1987-02-27
970,EPL Cup,1975-01-04
1759,L1 Cup,1983-10-14
31,SA Cup,1993-06-17
3598,SA Cup,1955-12-15
1207,SA Cup,1955-07-02
3061,C1 Cup,1955-09-11
2425,C2 Cup,1969-09-16
3307,C3 Cup,1998-08-10
1237,CRB Cup,1955-08-10
2329,L1 Cup,1989-10-05
3202,SA Cup,1979-10-11
1801,CRB Cup,1974-10-03
1072,C2 Cup,1966-12-20
2926,FA Cup,1998-07-10
3991,SA Cup,1991-08-01
3145,C1 Cup,1989-02-09
238,DB Cup,1965-10-10
3514,C3 Cup,1983-10-03
961,FA Cup,1966-02-14
712,LLG Cup,1999-01-30
1087,EPL Cup,1970-04-24
1162,C2 Cup,1973-11-11
2305,L1 Cup,1953-12-13
1654,CRB Cup,1952-05-14
673,C3 Cup,1970-11-24
2353,CRB Cup,1950-02-24
2230,FA Cup,1993-04-05
592,C2 Cup,1953-02-26
3592,EPL Cup,1978-10-26
1684,EPL Cup,1997-04-04
1828,L1 Cup,1983-01-22
3538,L1 Cup,1983-02-28
451,C1 Cup,1950-04-03
3670,FA Cup,1964-03-26
889,EPL Cup,1971-01-11
3130,EPL Cup,1959-08-07
3490,LLG Cup,1960-10-01
3241,C3 Cup,1960-03-11
3673,C2 Cup,1977-07-17
2608,L1 Cup,1987-05-11
229,EPL Cup,1993-11-05
2923,LLG Cup,1978-11-20
1018,L1 Cup,1971-03-23
709,C2 Cup,1969-01-22
418,C1 Cup,1963-04-27
1135,C3 Cup,1954-08-16
2665,L1 Cup,1994-01-02
2203,DB Cup,1964-04-03
3805,L1 Cup,1981-07-05
85,EPL Cup,1951-03-15
2767,FA Cup,1973-11-20
2617,C2 Cup,1984-11-23
652,LLG Cup,1988-06-20
3994,DB Cup,1976-05-30
916,C2 Cup,1994-09-27
820,EPL Cup,1964-04-04
67,LLG Cup,1978-01-06
1159,C1 Cup,1995-09-19
1102,CRB Cup,1979-04-27
2629,EPL Cup,1969-08-01
1606,C2 Cup,1966-05-19
2458,CRB Cup,1958-10-18
262,DB Cup,1975-03-31
1156,C2 Cup,1981-03-20
1786,C3 Cup,1993-04-06
3658,DB Cup,1991-11-11
2818,DB Cup,1997-07-27
3181,C3 Cup,1970-08-23
1165,CRB Cup,1994-11-26
3133,LLG Cup,1969-04-09
2788,C2 Cup,1970-11-05
3226,EPL Cup,1969-09-03
2983,C2 Cup,1991-10-26
1858,DB Cup,1951-03-07
1276,C3 Cup,1998-08-07
3382,L1 Cup,1991-09-15
1972,C2 Cup,1961-06-24
1912,EPL Cup,1978-01-21
1864,EPL Cup,1985-06-24
1171,C1 Cup,1962-05-26
334,C2 Cup,1952-01-13
3982,L1 Cup,1980-06-10
3691,C1 Cup,1963-09-11
2089,SA Cup,1957-01-17
3418,SA Cup,1974-05-20
1552,LLG Cup,1989-10-22
2857,LLG Cup,1992-01-23
106,CRB Cup,1977-03-01
1648,EPL Cup,1964-08-10
2545,CRB Cup,1968-01-06
586,CRB Cup,1993-03-16
2785,L1 Cup,1968-03-12
88,CRB Cup,1992-12-04
2293,SA Cup,1965-12-31
2626,C1 Cup,1986-02-02
448,C2 Cup,1975-04-25
121,SA Cup,1957-08-18
2830,CRB Cup,1988-07-31
3556,DB Cup,1990-04-20
1960,C1 Cup,1979-07-13
3610,FA Cup,1978-10-13
196,LLG Cup,1978-12-20
514,LLG Cup,1959-08-05
2686,EPL Cup,1958-09-10
1903,L1 Cup,1994-08-03
3883,L1 Cup,1992-07-18
1561,EPL Cup,1978-05-22
2710,C3 Cup,1969-05-27
1753,SA Cup,1951-03-14
1816,C1 Cup,1974-02-14
421,LLG Cup,1999-01-14
2179,C2 Cup,1981-01-16
2572,EPL Cup,1965-04-27
1597,DB Cup,1996-05-16
3547,EPL Cup,1983-04-17
2299,L1 Cup,1969-03-06
1315,C1 Cup,1975-10-27
2671,L1 Cup,1973-06-19
2449,FA Cup,1956-03-25
3040,C2 Cup,1956-03-22
493,C3 Cup,1972-01-15
1144,C3 Cup,1973-10-01
2959,LLG Cup,1996-04-07
1927,LLG Cup,1976-11-09
556,EPL Cup,1956-11-13
3313,L1 Cup,1958-05-11
355,L1 Cup,1999-01-14
943,LLG Cup,1999-11-13
2332,L1 Cup,1970-02-18
3229,LLG Cup,1996-07-07
3259,SA Cup,1984-09-01
94,CRB Cup,1963-10-22
3421,FA Cup,1989-09-23
2605,C3 Cup,1959-10-27
2623,DB Cup,1960-07-19
871,C3 Cup,1963-12-19
1612,EPL Cup,1987-01-29
1483,C1 Cup,1957-09-15
2581,C1 Cup,1997-01-24
2368,EPL Cup,1983-03-04
2251,C2 Cup,1996-11-25
3244,C3 Cup,1998-05-02
880,FA Cup,1962-08-17
3565,C2 Cup,1959-08-28
3739,EPL Cup,1974-09-12
379,FA Cup,1980-07-18
2812,C3 Cup,1952-04-25
16,EPL Cup,1967-10-26
1411,DB Cup,1991-10-12
1924,DB Cup,1987-10-07
1420,C3 Cup,1968-03-20
2914,DB Cup,1964-11-01
2647,EPL Cup,1989-02-04
988,DB Cup,1953-05-12
1429,DB Cup,1979-04-13
2809,FA Cup,1979-12-01
922,L1 Cup,1994-08-13
3949,L1 Cup,1978-11-23
265,CRB Cup,1970-05-11
3763,EPL Cup,1966-09-08
1726,L1 Cup,1969-01-06
1774,L1 Cup,1960-03-27
1183,L1 Cup,1985-10-19
505,CRB Cup,1963-05-27
2014,DB Cup,1952-05-30
481,C2 Cup,1950-07-30
3472,LLG Cup,1953-05-08
2779,LLG Cup,1993-06-09
274,C1 Cup,1979-06-20
3988,C3 Cup,1973-07-22
133,LLG Cup,1967-12-13
1771,C3 Cup,1970-05-03
1312,L1 Cup,1965-11-25
3511,C2 Cup,1990-06-01
2683,LLG Cup,1991-11-29
2428,L1 Cup,1992-02-02
3424,LLG Cup,1956-06-17
475,C3 Cup,1964-03-10
3793,CRB Cup,1962-05-17
280,L1 Cup,1991-10-22
769,SA Cup,1970-05-26
3748,EPL Cup,1989-09-27
2884,L1 Cup,1958-10-22
1147,C2 Cup,1975-06-24
3394,EPL Cup,1980-11-12
1198,L1 Cup,1986-10-29
2842,L1 Cup,1985-02-02
1444,LLG Cup,1955-04-03
2257,EPL Cup,1963-08-28
565,C2 Cup,1999-03-18
892,CRB Cup,1993-01-16
181,C2 Cup,1983-11-16
745,C2 Cup,1962-10-23
2182,FA Cup,1991-10-26
967,EPL Cup,1996-07-08
1222,C1 Cup,1979-05-26
3631,EPL Cup,1963-11-09
595,DB Cup,1989-11-16
325,C2 Cup,1966-01-28
523,SA Cup,1979-02-20
520,DB Cup,1971-12-27
838,C1 Cup,1968-08-26
3235,SA Cup,1963-11-18
2485,SA Cup,1955-06-20
2644,DB Cup,1979-02-25
439,C3 Cup,1975-09-27
1906,C3 Cup,1970-04-17
1150,LLG Cup,1963-09-04
532,SA Cup,1998-09-07
373,EPL Cup,1970-03-21
2947,DB Cup,1964-11-12
307,FA Cup,1991-05-08
2743,C2 Cup,1991-01-23
913,DB Cup,1968-01-10
1342,SA Cup,1989-08-23
2155,EPL Cup,1976-05-12
1513,LLG Cup,1994-03-26
3499,C2 Cup,1988-07-25
349,EPL Cup,1984-07-30
535,DB Cup,1992-05-24
3532,C3 Cup,1988-02-25
3046,EPL Cup,1989-09-08
1897,DB Cup,1959-05-04
271,CRB Cup,1996-06-14
28,SA Cup,1967-08-24
2401,L1 Cup,1992-05-15
3166,C2 Cup,1965-03-26
1060,CRB Cup,1963-11-27
2674,FA Cup,1965-10-17
3847,CRB Cup,1988-12-25
931,C2 Cup,1961-10-21
2218,CRB Cup,1963-08-29
1234,FA Cup,1989-11-28
2437,C2 Cup,1978-06-06
3751,EPL Cup,1957-07-14
1372,SA Cup,1982-02-16
1384,C1 Cup,1985-09-12
1189,C1 Cup,1983-07-06
1510,C1 Cup,1958-03-18
3121,C3 Cup,1991-03-31
1279,C3 Cup,1965-09-21
1204,L1 Cup,1968-02-20
3034,LLG Cup,1951-08-13
445,C2 Cup,1956-12-10
1357,C3 Cup,1988-09-13
1000,DB Cup,1994-12-17
3694,DB Cup,1983-03-03
934,C3 Cup,1989-08-26
3712,C2 Cup,1957-06-08
3637,FA Cup,1958-12-23
259,EPL Cup,1999-06-24
1660,C2 Cup,1997-06-09
1507,C2 Cup,1989-08-17
3961,EPL Cup,1957-10-21
2053,SA Cup,1957-12-08
2404,CRB Cup,1977-08-10
2176,EPL Cup,1977-08-21
1900,C1 Cup,1982-10-11
2482,L1 Cup,1966-12-15
763,FA Cup,1982-09-21
1657,LLG Cup,1956-01-11
2158,CRB Cup,1952-01-05
3952,C1 Cup,1996-03-23
256,SA Cup,1958-11-08
169,SA Cup,1974-01-09
511,C1 Cup,1965-10-12
2653,SA Cup,1963-07-19
3088,FA Cup,1955-07-24
841,EPL Cup,1974-08-02
1666,LLG Cup,1993-01-13
154,C1 Cup,1961-11-03
2701,CRB Cup,1980-04-28
202,L1 Cup,1952-07-28
1240,FA Cup,1971-09-26
3574,C1 Cup,1953-02-02
490,C3 Cup,1956-01-25
1534,FA Cup,1997-12-04
2527,C3 Cup,1972-02-16
3190,EPL Cup,1959-02-20
1564,C1 Cup,1972-12-17
3814,C1 Cup,1994-06-28
1639,EPL Cup,1982-01-06
1582,C2 Cup,1978-03-16
2815,C3 Cup,1972-07-12
2506,C3 Cup,1958-07-26
3628,EPL Cup,1983-01-20
2935,C3 Cup,1982-09-09
547,C1 Cup,1961-02-27
343,C2 Cup,1965-05-15
3976,L1 Cup,1976-06-20
682,EPL Cup,1992-11-14
1519,FA Cup,1955-07-08
3505,L1 Cup,1972-10-01
1081,DB Cup,1954-11-28
2689,C1 Cup,1997-12-14
2314,C1 Cup,1955-11-01
2725,LLG Cup,1969-04-21
2074,DB Cup,1978-03-19
3322,FA Cup,1979-10-15
3433,CRB Cup,1993-12-05
1339,EPL Cup,1986-07-06
3220,C3 Cup,1972-08-13
3478,CRB Cup,1996-04-09
3910,C1 Cup,1985-07-18
775,C3 Cup,1989-10-14
3586,CRB Cup,1956-04-07
3466,EPL Cup,1964-09-20
3874,EPL Cup,1976-09-02
2395,LLG Cup,1977-11-28
1591,FA Cup,1991-07-09
3025,C1 Cup,1971-05-03
19,SA Cup,1996-03-20
2167,EPL Cup,1987-07-20
1729,L1 Cup,1999-12-13
3919,FA Cup,1993-10-06
3601,C2 Cup,1973-01-17
2110,EPL Cup,1952-05-14
907,CRB Cup,1999-10-11
3616,SA Cup,1952-02-12
1714,SA Cup,1987-08-01
580,C2 Cup,1995-03-03
3445,C2 Cup,1978-05-30
2071,L1 Cup,1971-06-13
805,EPL Cup,1981-05-22
2731,SA Cup,1992-01-23
2992,SA Cup,1995-03-27
3055,C1 Cup,1998-08-19
424,SA Cup,1956-02-16
676,SA Cup,1991-04-21
220,C1 Cup,1971-12-02
1909,C2 Cup,1967-10-31
13,CRB Cup,1983-04-14
484,LLG Cup,1953-04-04
886,C3 Cup,1992-06-18
1699,LLG Cup,1993-01-18
601,C2 Cup,1958-11-13
2782,C2 Cup,1975-09-09
2551,C1 Cup,1986-03-13
367,CRB Cup,1951-01-08
3361,C1 Cup,1970-03-22
835,C2 Cup,1973-09-06
3160,SA Cup,1978-01-08
3256,L1 Cup,1957-03-13
2197,C1 Cup,1978-11-10
2434,DB Cup,1970-03-19
2794,FA Cup,1961-01-11
2416,C3 Cup,1972-07-25
3211,EPL Cup,1966-11-17
1945,FA Cup,1986-12-11
1465,C1 Cup,1996-07-18
1174,SA Cup,1984-01-28
3376,EPL Cup,1978-08-15
3253,C3 Cup,1979-02-07
2752,C3 Cup,1996-10-29
1108,C3 Cup,1956-05-26
610,DB Cup,1972-03-25
1756,LLG Cup,1951-02-11
2761,C2 Cup,1990-01-18
3985,C1 Cup,1970-03-01
2467,L1 Cup,1963-02-13
706,C3 Cup,1989-07-16
3877,EPL Cup,1979-07-04
1669,LLG Cup,1997-10-24
3283,SA Cup,1990-06-21
142,DB Cup,1964-02-17
1798,FA Cup,1953-08-26
124,L1 Cup,1957-10-24
2728,L1 Cup,1980-10-14
2590,C2 Cup,1985-08-31
787,C1 Cup,1961-07-12
3967,DB Cup,1973-01-21
3856,SA Cup,1962-08-30
3667,C2 Cup,1962-03-31
1744,CRB Cup,1970-12-04
2296,FA Cup,1951-07-12
508,DB Cup,1963-05-24
3136,C2 Cup,1982-10-24
1132,DB Cup,1962-04-02
2032,C1 Cup,1952-07-16
2557,CRB Cup,1959-04-22
3469,C1 Cup,1988-03-22
1291,FA Cup,1992-07-01
3436,SA Cup,1958-07-10
1696,C1 Cup,1989-08-14
73,C1 Cup,1991-03-04
1921,C1 Cup,1993-12-05
850,C3 Cup,1981-08-06
3622,SA Cup,1988-04-18
3400,EPL Cup,1964-10-01
2188,FA Cup,1964-10-16
2242,DB Cup,1983-08-13
3010,CRB Cup,1990-05-12
2410,CRB Cup,1990-03-29
2008,DB Cup,1965-10-26
2017,L1 Cup,1963-03-11
2134,SA Cup,1956-10-05
1027,SA Cup,1965-05-27
1525,SA Cup,1976-08-26
3715,FA Cup,1961-02-06
3439,C3 Cup,1960-04-11
2632,CRB Cup,1952-01-06
250,EPL Cup,1969-02-24
1477,L1 Cup,1957-12-22
2614,DB Cup,1989-01-19
2494,LLG Cup,1970-12-03
1738,L1 Cup,1961-11-23
1303,C1 Cup,1966-05-17
3943,C2 Cup,1969-08-01
400,C3 Cup,1992-01-27
3364,LLG Cup,1987-04-06
3451,EPL Cup,1954-02-08
283,CRB Cup,1989-10-05
2077,C3 Cup,1995-05-28
3238,EPL Cup,1960-01-20
1036,L1 Cup,1984-01-08
295,CRB Cup,1964-02-02
3688,C2 Cup,1984-03-26
3349,DB Cup,1986-04-24
2392,C1 Cup,1964-04-07
433,LLG Cup,1958-09-19
1672,L1 Cup,1975-09-02
748,DB Cup,1966-12-07
2149,SA Cup,1956-09-13
3124,L1 Cup,1958-01-16
1873,CRB Cup,1980-06-15
3916,SA Cup,1959-08-28
3802,C3 Cup,1975-04-12
310,DB Cup,1995-11-28
2953,FA Cup,1980-04-14
3979,SA Cup,1970-04-17
3403,DB Cup,1978-10-14
2419,C2 Cup,1976-02-22
2269,EPL Cup,1967-10-15
3484,EPL Cup,1997-09-11
895,C2 Cup,1958-04-01
58,C1 Cup,1961-12-22
2260,EPL Cup,1964-02-17
2029,EPL Cup,1976-12-10
352,CRB Cup,1983-07-11
1456,CRB Cup,1994-08-17
1870,LLG Cup,1992-05-31
37,L1 Cup,1982-09-29
199,DB Cup,1950-09-13
3754,DB Cup,1976-06-06
793,CRB Cup,1982-01-10
2200,FA Cup,1962-06-28
3328,EPL Cup,1963-07-21
2302,DB Cup,1999-05-04
2869,CRB Cup,1976-10-17
1603,LLG Cup,1971-06-15
3151,C3 Cup,1968-07-04
1390,FA Cup,1999-08-13
541,LLG Cup,1960-06-11
2845,LLG Cup,1978-04-01
3880,C3 Cup,1952-05-12
3904,LLG Cup,1955-07-23
3529,LLG Cup,1977-01-18
1954,SA Cup,1964-07-10
3301,C2 Cup,1979-08-15
2038,FA Cup,1959-12-11
2941,EPL Cup,1970-01-27
2044,L1 Cup,1959-04-05
1288,C3 Cup,1960-11-01
2386,DB Cup,1959-02-26
2446,LLG Cup,1963-04-02
2455,L1 Cup,1974-12-24
301,LLG Cup,1973-06-03
3265,LLG Cup,1956-08-19
2164,EPL Cup,1963-03-19
91,DB Cup,1999-01-04
3757,LLG Cup,1986-12-21
3274,FA Cup,1951-03-26
955,FA Cup,1978-01-11
3091,C1 Cup,1983-10-31
1852,L1 Cup,1951-11-14
1690,LLG Cup,1993-06-07
1216,C3 Cup,1996-01-07
151,FA Cup,1996-01-24
2083,L1 Cup,1972-07-25
3304,C3 Cup,1980-02-21
1915,DB Cup,1961-12-24
97,C1 Cup,1968-08-09
742,LLG Cup,1972-10-04
862,SA Cup,1983-05-30
427,C1 Cup,1954-11-28
700,C3 Cup,1995-05-30
1480,EPL Cup,1965-05-20
1825,FA Cup,1957-03-15
814,C1 Cup,1986-01-16
3127,C3 Cup,1972-03-12
2338,FA Cup,1951-06-25
1435,C3 Cup,1966-08-03
3295,L1 Cup,1969-03-26
997,EPL Cup,1990-04-08
2137,C3 Cup,1954-11-08
1327,C2 Cup,1993-08-19
631,C3 Cup,1960-06-27
3310,DB Cup,1953-03-10
2974,C3 Cup,1952-05-19
130,C3 Cup,1978-04-10
646,FA Cup,1994-04-21
3463,C2 Cup,1954-05-28
1939,C3 Cup,1968-11-26
3193,C3 Cup,1968-12-19
2080,LLG Cup,1984-10-05
1075,C2 Cup,1967-11-03
1111,LLG Cup,1963-10-05
2599,LLG Cup,1957-05-24
772,SA Cup,1982-03-19
3733,C3 Cup,1958-11-21
2593,C2 Cup,1972-03-04
1687,FA Cup,1988-12-07
3388,LLG Cup,1953-12-10
1768,C3 Cup,1981-10-25
304,C3 Cup,1951-10-29
2068,L1 Cup,1953-05-31
616,C1 Cup,1950-09-15
3913,C2 Cup,1968-09-05
3250,LLG Cup,1984-10-16
2986,EPL Cup,1951-03-01
2272,L1 Cup,1958-08-05
466,L1 Cup,1991-11-17
2806,CRB Cup,1956-06-25
2950,LLG Cup,1988-07-13
2890,C3 Cup,1961-01-21
478,EPL Cup,1989-10-11
3928,DB Cup,1997-12-20
3118,C3 Cup,1985-07-24
982,FA Cup,1971-01-05
1285,C3 Cup,1962-01-05
3493,EPL Cup,1984-02-24
211,LLG Cup,1986-12-17
2821,LLG Cup,1976-12-17
3247,CRB Cup,1990-10-04
2989,FA Cup,1992-06-24
499,C2 Cup,1971-04-02
3595,L1 Cup,1953-04-09
2224,FA Cup,1979-11-16
3844,CRB Cup,1957-05-24
3079,C2 Cup,1998-07-24
43,C3 Cup,1953-10-09
1885,C3 Cup,1990-10-07
2944,FA Cup,1991-12-18
3028,C2 Cup,1996-12-30
382,L1 Cup,1977-01-13
721,SA Cup,1997-12-15
766,L1 Cup,1995-10-15
1039,CRB Cup,1973-06-30
832,C3 Cup,1955-04-14
3205,C2 Cup,1966-11-27
568,EPL Cup,1971-07-04
724,SA Cup,1997-07-17
1330,LLG Cup,1961-05-20
2905,EPL Cup,1984-03-18
109,L1 Cup,1977-06-08
1432,C2 Cup,1999-11-05
1459,C2 Cup,1953-06-10
856,LLG Cup,1961-06-30
1840,C2 Cup,1998-02-24
2308,EPL Cup,1969-11-14
2491,C2 Cup,1999-04-09
991,C3 Cup,1982-08-14
2776,CRB Cup,1954-03-06
2746,LLG Cup,1976-06-23
1042,CRB Cup,1973-07-13
2569,C2 Cup,1957-09-02
1021,C2 Cup,1988-02-15
1180,L1 Cup,1991-04-18
1831,C1 Cup,1972-06-16
364,FA Cup,1990-10-31
2185,EPL Cup,1995-06-29
3706,C3 Cup,1974-07-06
553,C1 Cup,1999-04-11
1537,EPL Cup,1986-05-25
1015,FA Cup,1995-12-27
2578,EPL Cup,1988-06-08
103,L1 Cup,1961-11-24
1717,DB Cup,1996-02-16
2443,DB Cup,1982-08-14
2740,L1 Cup,1982-10-26
733,LLG Cup,1967-12-07
940,DB Cup,1996-04-17
2239,SA Cup,1958-01-13
811,C3 Cup,1976-09-11
3199,C2 Cup,1953-09-17
919,L1 Cup,1960-03-11
2566,LLG Cup,1987-08-02
2098,EPL Cup,1969-11-19
3676,C1 Cup,1973-11-02
781,LLG Cup,1972-01-14
2263,C1 Cup,1957-07-27
2641,CRB Cup,1958-12-02
607,L1 Cup,1991-11-12
2980,EPL Cup,1962-01-25
1123,DB Cup,1968-06-13
3100,CRB Cup,1988-08-04
640,FA Cup,1996-11-28
2875,DB Cup,1960-02-07
2461,C2 Cup,1994-02-27
1492,C2 Cup,1980-09-05
3997,EPL Cup,1981-03-07
1396,DB Cup,1958-05-04
1486,L1 Cup,1993-08-01
3571,LLG Cup,1962-11-21
1861,CRB Cup,1998-06-10
406,EPL Cup,1980-06-29
2908,C3 Cup,1954-02-21
1066,CRB Cup,1979-06-07
1054,SA Cup,1990-06-15
3217,C1 Cup,1962-07-09
1114,FA Cup,1983-09-02
1138,FA Cup,1971-10-08
1834,EPL Cup,1984-10-04
2191,CRB Cup,1992-07-27
853,FA Cup,1950-09-06
1306,SA Cup,1986-03-10
2266,EPL Cup,1959-01-03
3613,C2 Cup,1981-03-05
2335,C1 Cup,1957-02-05
1573,SA Cup,1972-03-15
1990,L1 Cup,1961-11-21
1078,LLG Cup,1984-04-24
3001,CRB Cup,1983-08-05
1399,SA Cup,1967-06-03
412,LLG Cup,1956-04-29
550,CRB Cup,1984-10-05
2512,DB Cup,1977-08-26
2737,C2 Cup,1979-02-04
2440,C2 Cup,1952-12-08
3568,C1 Cup,1962-11-09
3103,DB Cup,1994-10-05
979,C1 Cup,1959-07-19
3958,SA Cup,1988-02-10
2899,C3 Cup,1998-08-30
829,EPL Cup,1974-05-11
2206,DB Cup,1993-02-14
436,C2 Cup,1982-05-29
3826,DB Cup,1981-02-21
2734,C1 Cup,1950-03-23
