242,3718,2019-10-10,
243,2061,2020-08-31,
244,1468,2021-03-23,
245,2388,2020-02-13,
246,1060,2019-11-17,
247,4381,2020-07-13,
248,3242,2019-06-19,
249,318,2020-04-23,
250,4551,2021-03-26,
251,3704,2021-02-06,
252,305,2019-02-04,
253,4519,2019-08-02,
254,3173,2019-12-24,
255,2031,2019-05-13,
256,35,2021-03-08,
257,2197,2019-12-28,
258,1287,2021-08-30,
259,3025,2021-01-02,
260,905,2021-04-06,
261,3684,2019-07-29,
262,1773,2020-03-26,
263,327,2019-01-29,
264,381,2021-10-15,
265,3377,2019-04-06,
266,3316,2021-03-29,
267,1619,2020-09-16,
268,3410,2020-12-10,
269,4790,2021-01-08,
270,476,2021-04-19,
271,98,2021-10-28,
272,4902,2019-02-28,
273,392,2020-08-09,
274,1480,2021-01-25,
275,889,2020-05-30,
276,3339,2020-03-24,
277,3385,2020-07-22,
278,4159,2020-03-10,
279,4172,2021-09-29,
280,633,2019-10-14,
281,4612,2019-07-24,
282,831,2020-05-01,
283,4046,2020-03-12,
284,1918,2021-12-13,
285,3914,2021-10-05,
286,4272,2019-08-12,
287,4545,2021-09-19,
288,986,2020-02-15,
289,1327,2019-09-11,
290,1827,2020-09-20,
291,3337,2019-05-08,
292,301,2021-10-03,
293,4781,2019-07-21,
294,1553,2019-07-04,
295,3579,2020-04-07,
296,830,2021-09-26,
297,4417,2020-04-18,
298,755,2020-09-17,
299,2987,2019-07-16,
300,4888,2020-07-13,
301,621,2019-10-27,
302,3513,2020-01-17,
303,3510,2021-02-01,
304,728,2021-07-24,
305,1504,2020-04-16,
306,34,2020-02-24,
307,4238,2019-03-11,
308,4513,2019-12-17,
309,4308,2021-03-20,
310,3537,2019-06-29,
311,851,2019-12-23,
312,4832,2020-02-16,
313,2785,2021-04-12,
314,1674,2019-05-23,
315,4536,2019-06-08,
316,2881,2020-01-13,
317,2399,2020-03-05,
318,4843,2020-05-31,
319,629,2020-12-29,
320,1825,2021-03-15,
321,2436,2021-04-15,
322,4915,2021-08-24,
323,4021,2021-10-19,
324,36,2020-07-22,
325,1004,2021-05-09,
326,1692,2019-07-03,
327,3747,2019-12-18,
328,4651,2020-02-16,
329,4739,2020-09-20,
330,3109,2019-09-09,
331,2708,2021-10-20,
332,3004,2019-05-20,
333,2591,2021-06-07,
334,4666,2019-03-26,
335,4357,2020-04-03,
336,482,2021-11-10,
337,2916,2021-09-14,
338,696,2021-05-26,
339,1177,2021-10-07,
340,4402,2020-02-13,
341,3056,2021-01-30,
342,1034,2020-02-27,
343,110,2019-12-27,
344,1948,2021-12-19,
345,3793,2020-06-11,
346,729,2019-08-22,
347,4996,2019-11-02,
348,3742,2019-12-05,
349,1036,2019-12-02,
350,4527,2021-09-02,
351,3138,2019-04-23,
352,584,2019-07-28,
353,1017,2021-08-29,
354,3239,2019-11-26,
355,1616,2019-03-05,
356,3806,2019-01-08,
357,1207,2020-08-03,
358,1596,2020-11-09,
359,596,2021-09-11,
360,2891,2019-07-14,
361,820,2019-03-09,
362,520,2021-05-09,
363,4016,2019-06-21,
364,3857,2019-06-23,
365,735,2021-08-22,
366,2285,2020-12-25,
367,1154,2019-12-24,
368,940,2020-11-19,
369,1422,2021-11-20,
370,2839,2021-10-19,
371,200,2021-10-04,
372,2075,2020-07-08,
373,744,2021-06-12,
374,746,2020-11-29,
375,3805,2021-03-14,
376,3658,2021-12-27,
377,4026,2021-08-16,
378,3937,2020-12-19,
379,1814,2019-06-23,
380,2003,2019-03-24,
381,4322,2020-09-19,
382,262,2019-09-28,
383,212,2019-03-23,
384,4086,2020-10-04,
385,1444,2020-03-26,
386,2220,2021-05-25,
387,3545,2019-10-04,
388,210,2021-05-14,
389,723,2019-12-17,
390,1032,2019-07-18,
391,3103,2021-05-03,
392,3396,2019-01-22,
393,741,2021-09-07,
394,3683,2019-03-02,
395,4282,2019-12-22,
396,1454,2020-05-01,
397,4166,2021-03-21,
398,1171,2020-01-09,
399,4776,2020-04-02,
400,1734,2019-09-29,
401,510,2020-02-18,
402,2304,2020-09-19,
403,2613,2019-09-27,
404,4826,2019-01-08,
405,2491,2020-05-02,
406,1864,2021-12-25,
407,2,2021-03-17,
408,1146,2019-01-18,
409,326,2021-01-28,
410,4087,2021-08-05,
411,4842,2020-11-18,
412,973,2020-09-25,
413,716,2021-01-20,
414,3906,2020-08-18,
415,4502,2020-11-07,
416,3399,2019-02-16,
417,2471,2021-06-18,
418,1972,2020-01-10,
419,2022,2020-09-24,
420,2949,2020-06-04,
421,590,2021-12-24,
422,489,2019-11-06,
423,3097,2021-03-24,
424,1072,2021-09-14,
425,2010,2021-05-28,
426,339,2021-05-06,
427,1245,2019-02-06,
428,2636,2021-05-16,
429,4485,2019-02-15,
430,4976,2019-03-01,
431,2581,2020-06-11,
432,2969,2021-12-03,
433,787,2021-11-08,
434,2057,2021-01-22,
435,4239,2019-05-28,
436,4573,2019-09-11,
437,3854,2019-09-03,
438,565,2021-12-05,
439,4374,2021-11-10,
440,4512,2020-09-05,
441,2268,2019-11-18,
442,3563,2020-12-24,
443,951,2019-03-08,
444,2653,2019-05-23,
445,4056,2019-10-06,
446,2919,2019-11-09,
447,3404,2019-08-17,
448,1767,2021-05-07,
449,213,2021-01-23,
450,4885,2020-05-12,
451,1746,2021-06-13,
452,371,2022-01-01,
453,1673,2020-10-29,
454,612,2020-01-24,
455,4431,2021-02-07,
456,3268,2019-11-27,
457,4799,2021-11-20,
458,953,2019-02-23,
459,2522,2019-10-23,
460,868,2019-07-15,
461,3969,2020-04-02,
462,819,2021-04-01,
463,3417,2021-11-03,
464,3290,2019-06-01,
465,93,2020-10-04,
466,3759,2019-11-30,
467,693,2020-01-07,
468,459,2019-09-21,
469,4858,2019-04-29,
470,4225,2019-04-11,
471,461,2020-03-09,
472,2512,2019-11-25,
473,1428,2020-01-03,
474,2428,2021-02-26,
475,3619,2021-08-23,
476,4291,2019-10-24,
477,4940,2020-02-05,
478,2409,2021-08-01,
479,4804,2020-02-21,
480,3475,2021-12-24,
481,2325,2019-11-10,
482,3083,2020-09-04,
483,1946,2019-11-01,
484,3757,2020-02-21,
485,4883,2021-02-16,
486,4785,2021-04-27,
487,4231,2020-05-29,
488,2158,2021-09-05,
489,1540,2020-01-02,
490,3481,2021-03-06,
491,189,2019-10-04,
492,750,2020-12-16,
493,1315,2019-05-02,
494,3693,2019-08-02,
495,4261,2019-11-07,
496,447,2019-12-25,
497,3688,2020-06-07,
498,108,2019-09-27,
499,3178,2020-03-05,
500,2977,2021-08-12,
501,4133,2020-08-10,
502,2184,2019-08-06,
503,678,2021-01-06,
504,3661,2019-12-15,
505,1225,2019-01-03,
506,4265,2021-07-29,
507,4583,2021-04-11,
508,808,2021-04-16,
509,3862,2020-12-09,
510,194,2020-04-27,
511,1243,2020-10-07,
512,2531,2020-10-27,
513,2871,2021-07-12,
514,2886,2019-07-03,
515,504,2021-11-11,
516,4530,2020-05-05,
517,1216,2021-07-14,
518,4634,2019-02-03,
519,3213,2019-09-21,
520,1305,2019-05-03,
521,3327,2021-11-22,
522,265,2020-05-17,
523,1753,2021-05-16,
524,2676,2020-05-26,
525,3833,2019-06-05,
526,3301,2021-12-19,
527,3280,2021-05-26,
528,2011,2021-01-30,
529,2900,2020-06-14,
530,2728,2019-09-04,
531,569,2021-04-23,
532,4714,2019-02-05,
533,1750,2020-07-31,
534,1678,2021-02-08,
535,257,2019-01-12,
536,2372,2020-06-05,
537,832,2019-06-25,
538,4629,2021-03-20,
539,3520,2019-04-26,
540,3346,2019-06-01,
541,1609,2020-05-19,
542,1166,2020-04-26,
543,3008,2020-10-13,
544,1991,2020-12-26,
545,1385,2019-11-16,
546,3350,2020-02-27,
547,288,2020-06-28,
548,853,2020-02-19,
549,1114,2020-02-19,
550,2263,2020-10-17,
551,1983,2021-07-18,
552,4769,2021-02-07,
553,2502,2019-12-19,
554,2880,2020-01-06,
555,1407,2020-05-21,
556,3157,2020-08-09,
557,4141,2019-04-19,
558,912,2020-07-16,
559,1040,2019-03-11,
560,2438,2019-07-17,
561,2645,2020-01-18,
562,3447,2020-08-25,
563,4344,2020-12-28,
564,6,2019-12-17,
565,1206,2021-02-25,
566,4376,2021-12-20,
567,3614,2021-07-24,
568,4028,2019-10-24,
569,4384,2019-10-01,
570,1934,2019-08-03,
571,2069,2019-08-04,
572,2958,2020-10-13,
573,3302,2019-03-13,
574,2973,2021-01-16,
575,1439,2020-08-08,
576,2893,2020-10-09,
577,2828,2021-01-16,
578,4452,2019-09-20,
579,4768,2019-11-13,
580,1380,2019-09-30,
581,519,2020-05-26,
582,1591,2019-07-09,
583,4437,2019-02-10,
584,3649,2021-06-18,
585,1366,2020-01-30,
586,2533,2021-07-27,
587,1799,2020-05-19,
588,2293,2019-01-20,
589,228,2020-10-11,
590,641,2021-10-19,
591,1115,2021-08-09,
592,572,2020-11-06,
593,1936,2020-01-06,
594,4968,2019-02-28,
595,2819,2019-12-06,
596,2539,2020-03-16,
597,944,2019-12-25,
598,30,2021-09-18,
599,1592,2019-05-29,
600,1759,2021-09-14,
601,3893,2019-02-26,
602,2530,2020-02-22,
603,4670,2021-03-25,
604,4162,2019-08-15,
605,1485,2019-10-15,
606,1568,2019-01-21,
607,474,2019-03-08,
608,247,2019-05-08,
609,414,2021-01-26,
610,561,2020-03-21,
611,3874,2020-12-04,
612,4504,2021-08-15,
613,2451,2019-08-16,
614,1161,2021-01-15,
615,3115,2019-05-30,
616,3384,2021-06-10,
617,3546,2021-04-15,
618,303,2019-06-11,
619,388,2021-09-23,
620,2720,2019-05-19,
621,1937,2020-07-18,
622,2099,2020-02-19,
623,4903,2020-08-24,
624,470,2021-11-22,
625,947,2020-03-05,
626,1329,2021-12-01,
627,1461,2020-04-04,
628,1452,2021-09-24,
629,4435,2021-03-02,
630,2317,2019-02-22,
631,1866,2020-11-21,
632,3500,2021-03-05,
633,3267,2019-12-31,
634,3707,2020-08-04,
635,4735,2019-09-27,
636,878,2019-02-03,
637,537,2019-02-25,
638,3478,2020-09-23,
639,2274,2020-08-17,
640,1730,2019-10-15,
641,3172,2020-04-03,
642,1922,2021-01-18,
643,1097,2021-01-30,
644,2594,2019-04-06,
645,3189,2021-12-31,
646,2749,2020-07-20,
647,4547,2019-12-09,
648,4276,2021-05-03,
649,1063,2021-08-22,
650,2631,2019-01-04,
651,1013,2020-12-22,
652,2501,2020-09-15,
653,2411,2021-01-01,
654,1735,2021-04-09,
655,3444,2020-07-27,
656,1890,2019-03-29,
657,1134,2019-06-14,
658,4205,2019-09-06,
659,3220,2021-05-10,
660,3556,2019-11-10,
661,3310,2019-08-29,
662,1296,2019-05-05,
663,3922,2021-03-28,
664,1963,2019-10-28,
665,4921,2020-10-18,
666,3445,2019-05-14,
667,1613,2021-10-29,
668,1836,2020-04-22,
669,2703,2019-03-10,
670,1984,2020-11-17,
671,2282,2021-09-13,
672,4655,2020-02-15,
673,517,2020-04-28,
674,1942,2021-11-11,
675,3541,2019-06-19,
676,463,2019-01-18,
677,3925,2019-04-11,
678,1456,2021-02-11,
679,1236,2019-06-20,
680,2231,2020-04-30,
681,1776,2021-03-02,
682,2617,2019-01-09,
683,1090,2020-12-11,
684,4279,2019-08-13,
685,1656,2019-07-26,
686,2238,2019-01-19,
687,4263,2020-10-11,
688,1831,2021-09-06,
689,1119,2020-09-01,
690,4956,2021-12-24,
691,4275,2019-10-15,
692,3064,2021-06-24,
693,1914,2020-08-07,
694,2981,2021-07-18,
695,1492,2020-12-03,
696,48,2019-04-11,
697,1301,2020-07-24,
698,3361,2019-09-04,
699,1724,2020-07-31,
700,2590,2020-07-05,
701,1362,2019-09-15,
702,4614,2019-12-03,
703,3754,2020-06-18,
704,2054,2021-08-02,
705,983,2020-01-02,
706,1288,2021-10-22,
707,1284,2020-03-25,
708,1881,2020-07-26,
709,2124,2020-11-17,
710,3964,2020-08-10,
711,2243,2021-08-22,
712,4877,2020-07-23,
713,1768,2020-05-26,
714,2087,2020-04-11,
715,2600,2020-07-25,
716,3407,2021-09-02,
717,1434,2019-05-15,
718,3306,2021-03-21,
719,3363,2020-04-29,
720,276,2021-12-09,
721,3748,2021-10-09,
722,1574,2021-08-17,
723,1968,2021-02-28,
724,2608,2020-09-25,
725,3843,2020-09-20,
726,3995,2020-08-17,
727,3472,2021-11-30,
728,3685,2021-06-21,
729,280,2020-01-25,
730,4829,2021-03-20,
731,866,2019-12-03,
732,1058,2021-03-18,
733,2691,2020-11-26,
734,201,2021-06-25,
735,506,2020-08-29,
736,3095,2021-01-31,
737,835,2019-02-06,
738,3291,2021-01-06,
739,4019,2020-05-28,
740,3402,2020-05-19,
741,861,2019-11-12,
742,3311,2020-07-17,
743,4994,2021-06-24,
744,1709,2019-02-06,
745,379,2021-02-11,
746,4499,2019-07-16,
747,555,2021-12-07,
748,543,2020-04-15,
749,401,2021-07-08,
750,1008,2020-01-30,
751,3345,2020-10-06,
752,2012,2019-02-04,
753,4360,2021-08-24,
754,2101,2019-04-06,
755,3624,2019-04-21,
756,3583,2021-03-09,
757,4798,2021-01-26,
758,2024,2019-11-18,
759,2212,2019-03-31,
760,152,2021-10-11,
761,563,2021-12-08,
762,2664,2019-10-20,
763,4206,2021-02-22,
764,1950,2020-10-29,
765,2323,2019-04-26,
766,217,2020-06-03,
767,1779,2019-01-22,
768,137,2021-04-30,
769,4163,2021-08-23,
770,3116,2021-03-29,
771,773,2020-04-30,
772,1691,2020-03-17,
773,1342,2020-06-09,
774,2453,2021-03-26,
775,2035,2020-01-12,
776,1624,2021-07-12,
777,1139,2020-04-06,
778,4041,2019-11-11,
779,892,2020-01-04,
780,766,2019-11-26,
781,3942,2021-12-24,
782,2735,2019-10-18,
783,4415,2021-10-05,
784,2276,2020-01-03,
785,734,2020-03-27,
786,708,2019-06-14,
787,2831,2020-10-15,
788,16,2019-03-19,
789,4063,2021-06-18,
790,4974,2019-11-04,
791,4060,2019-07-16,
792,159,2020-08-30,
793,1246,2021-04-10,
794,2917,2019-04-22,
795,2410,2020-06-05,
796,4529,2020-03-08,
797,3840,2021-02-08,
798,623,2021-12-08,
799,1039,2021-05-27,
800,4800,2021-11-23,
801,3548,2020-08-31,
802,148,2020-11-30,
803,1336,2021-04-06,
804,1290,2020-04-26,
805,22,2019-03-26,
806,1447,2020-06-20,
807,1782,2021-08-30,
808,2925,2019-06-10,
809,806,2020-02-28,
810,1198,2020-09-11,
811,1987,2019-10-27,
812,1863,2019-05-13,
813,3353,2021-05-19,
814,2781,2020-08-24,
815,4653,2019-10-13,
816,2559,2019-03-31,
817,324,2020-08-27,
818,4378,2020-02-22,
819,4358,2021-07-23,
820,3165,2019-11-28,
821,3700,2020-05-07,
822,4115,2020-10-05,
823,1307,2021-03-23,
824,2553,2019-09-10,
825,737,2020-05-21,
826,2783,2020-05-18,
827,1306,2020-07-02,
828,1523,2020-08-12,
829,4082,2021-11-22,
830,2999,2021-05-31,
831,2253,2021-04-16,
832,402,2021-06-21,
833,4420,2019-11-10,
834,4119,2019-04-15,
835,4676,2019-11-28,
836,97,2020-01-06,
837,1410,2020-10-09,
838,2097,2021-06-30,
839,1741,2019-05-28,
840,178,2021-10-04,
841,2913,2020-05-10,
842,3794,2020-07-27,
843,4924,2021-05-22,
844,4463,2021-06-20,
845,3544,2021-04-30,
846,4503,2019-07-11,
847,3143,2021-07-22,
848,518,2020-11-03,
849,3574,2021-11-04,
850,2702,2019-10-28,
851,622,2021-03-09,
852,4083,2021-08-20,
853,3374,2021-09-08,
854,4215,2021-11-11,
855,3331,2019-04-27,
856,4758,2019-01-24,
857,2452,2021-10-05,
858,2775,2019-11-02,
859,3255,2021-07-13,
860,3775,2020-07-15,
861,2482,2019-02-08,
862,4482,2020-05-10,
863,1045,2021-08-22,
864,346,2019-05-30,
865,1382,2019-10-01,
866,2759,2019-11-15,
867,1205,2021-05-19,
868,4730,2019-05-08,
869,2722,2021-02-11,
870,3322,2020-01-06,
871,821,2020-09-13,
872,180,2019-06-18,
873,1091,2019-02-11,
874,356,2019-02-03,
875,2023,2021-05-21,
876,172,2020-08-09,
877,2435,2021-08-10,
878,2382,2020-04-30,
879,1487,2021-01-30,
880,3985,2020-08-07,
881,4654,2019-04-13,
882,2747,2021-07-13,
883,2107,2020-07-04,
884,1663,2019-06-23,
885,1584,2020-12-23,
886,2366,2019-04-19,
887,1164,2020-05-05,
888,1696,2021-12-03,
889,2390,2021-05-14,
890,40,2021-04-29,
891,3610,2019-06-05,
892,3918,2020-09-01,
893,4543,2019-09-28,
894,1632,2020-01-06,
895,1805,2019-01-16,
896,4216,2020-08-07,
897,412,2019-10-02,
898,2794,2021-11-25,
899,4982,2019-02-18,
900,4983,2020-07-31,
901,499,2021-07-08,
902,3292,2019-10-24,
903,2144,2021-11-12,
904,4526,2021-03-10,
905,2546,2020-04-21,
906,2607,2019-01-19,
907,2816,2019-09-06,
908,4760,2019-03-22,
909,2445,2021-09-20,
910,593,2020-06-08,
911,2341,2020-05-21,
912,269,2020-05-30,
913,233,2019-01-18,
914,3070,2021-09-18,
915,4311,2019-02-12,
916,428,2021-02-08,
917,4329,2020-01-19,
918,2219,2019-11-01,
919,2606,2020-06-04,
920,4849,2020-06-24,
921,1457,2021-11-04,
922,3636,2020-01-23,
923,501,2019-12-23,
924,2777,2021-02-28,
925,1910,2020-04-02,
926,4792,2021-09-08,
927,2921,2019-06-12,
928,2807,2021-02-08,
929,4465,2021-03-30,
930,2933,2020-03-15,
931,2850,2020-03-23,
932,4022,2019-11-25,
933,3886,2020-07-02,
934,3715,2021-06-18,
935,1234,2021-06-29,
936,2670,2021-09-11,
937,3338,2021-07-27,
938,2412,2020-09-21,
939,4644,2020-09-13,
940,3400,2019-07-31,
941,1157,2021-07-29,
942,3784,2020-10-15,
943,4872,2020-11-17,
944,1882,2021-07-30,
945,2363,2020-11-15,
946,3003,2021-04-16,
947,4422,2019-05-28,
948,4835,2021-07-09,
949,3048,2019-08-08,
950,3892,2021-03-13,
951,411,2020-09-19,
952,784,2020-10-20,
953,2869,2019-05-24,
954,3814,2020-10-11,
955,753,2020-11-24,
956,369,2021-06-07,
957,4434,2021-07-30,
958,4233,2019-03-16,
959,800,2020-08-13,
960,4668,2021-05-27,
961,2909,2019-09-19,
962,3036,2019-10-01,
963,2114,2021-07-22,
964,1599,2019-02-16,
965,3878,2020-09-04,
966,1899,2019-12-28,
967,2876,2021-05-01,
968,4037,2020-05-01,
969,4729,2019-03-26,
970,3936,2020-11-05,
971,632,2020-02-14,
972,3786,2020-12-23,
973,219,2019-08-11,
974,1558,2020-06-09,
975,4169,2019-09-30,
976,2465,2019-09-08,
977,984,2019-05-20,
978,4683,2019-10-31,
979,3659,2020-06-03,
980,3019,2019-06-30,
981,1478,2020-12-24,
982,854,2020-09-04,
983,946,2020-11-08,
984,4232,2021-09-17,
985,2887,2020-05-06,
986,2652,2020-11-14,
987,253,2020-08-09,
988,259,2021-06-16,
989,1027,2019-05-19,
990,1377,2020-02-12,
991,3017,2021-01-04,
992,1550,2021-01-21,
993,807,2020-01-11,
994,4988,2019-05-07,
995,3440,2021-12-17,
996,4639,2021-09-23,
997,223,2019-11-27,
998,4424,2019-02-15,
999,1912,2020-03-30,
1000,1190,2020-06-14,
1001,4563,2019-03-05,
1002,4954,2021-11-16,
1003,939,2020-08-09,
1004,87,2021-12-09,
1005,1729,2021-09-20,
1006,710,2020-12-29,
1007,4598,2021-02-04,
1008,1102,2019-08-25,
1009,2942,2021-10-17,
1010,3635,2020-05-19,
1011,4099,2019-11-11,
1012,1227,2021-10-29,
1013,3276,2019-11-01,
1014,981,2021-04-24,
1015,3941,2020-01-10,
1016,1394,2021-12-21,
1017,1705,2019-08-20,
1018,450,2020-06-26,
1019,1064,2021-07-30,
1020,1677,2020-10-30,
1021,3547,2020-10-08,
1022,3898,2020-12-14,
1023,1441,2020-09-23,
1024,1432,2021-10-22,
1025,2174,2020-08-03,
1026,638,2020-12-19,
1027,3414,2021-04-05,
1028,3030,2021-03-14,
1029,4912,2020-08-03,
1030,884,2019-08-28,
1031,1061,2019-10-01,
1032,674,2019-05-24,
1033,73,2021-10-22,
1034,1686,2020-06-06,
1035,1436,2021-10-15,
1036,1351,2020-05-21,
1037,3305,2019-08-18,
1038,3838,2020-03-10,
1039,1030,2019-05-17,
1040,3159,2019-04-01,
1041,3588,2021-02-21,
1042,2450,2019-01-11,
1043,3740,2019-12-29,
1044,2138,2019-01-18,
1045,4848,2020-09-28,
1046,1184,2020-06-18,
1047,2996,2020-06-20,
1048,577,2020-04-14,
1049,2311,2019-09-05,
1050,4838,2019-01-15,
1051,4070,2019-03-31,
1052,4370,2020-08-09,
1053,44,2019-12-24,
1054,3284,2019-10-01,
1055,4945,2021-11-16,
1056,926,2021-01-05,
1057,1834,2020-01-01,
1058,4389,2019-07-30,
1059,3577,2019-08-25,
1060,1559,2021-01-08,
1061,4746,2020-11-27,
1062,689,2019-07-26,
1063,950,2021-02-26,
1064,4934,2019-09-08,
1065,3792,2020-09-02,
1066,405,2020-12-24,
1067,4728,2021-06-29,
1068,802,2020-11-28,
1069,4150,2020-09-09,
1070,1089,2020-01-26,
1071,1476,2019-01-08,
1072,2796,2020-03-10,
1073,2041,2021-01-21,
1074,4831,2021-03-04,
1075,1978,2019-05-12,
1076,2991,2019-01-22,
1077,2278,2019-02-20,
1078,3670,2021-07-05,
1079,662,2020-07-17,
1080,760,2019-03-17,
1081,897,2019-04-28,
1082,3020,2019-04-05,
1083,1322,2020-11-10,
1084,3584,2021-02-22,
1085,2640,2020-05-01,
1086,4998,2020-02-28,
1087,4049,2021-06-06,
